tconst,averageRating,numVotes,runtimeMinutes,genres,directors,writers,actor
tt0181875,7.9,281834,122,"Adventure,Comedy,Drama",nm0001081,nm0001081,nm0001082
tt0181984,7.0,54565,120,"Crime,Drama,Thriller",nm0950226,nm0950226,nm0000610
tt0183505,6.6,242218,116,Comedy,"nm0125803,nm0268380","nm0268380,nm0148808,nm0125803",nm0000120
tt0183523,5.6,74554,114,"Adventure,Sci-Fi,Thriller",nm0000361,"nm0134230,nm0859029,nm0859049,nm0003662",nm0000209
tt0183649,7.1,274607,81,"Crime,Thriller",nm0001708,nm0169540,nm0268199
tt0183659,7.0,28777,122,"Biography,Drama",nm0000438,"nm0619674,nm0808386,nm0193009,nm0256682",nm0000438
tt0183790,6.9,191706,132,"Action,Adventure,Romance",nm0001338,nm0001338,nm0005132
tt0183869,6.5,57017,88,"Action,Comedy,Crime",nm0470443,nm0000108,nm0618651
tt0184791,6.1,21537,95,"Drama,Romance,Thriller",nm0625789,"nm0000636,nm0433994",nm0001616
tt0184858,5.8,41045,104,"Action,Adventure,Crime",nm0001239,nm0472567,nm0000255
tt0184894,6.6,130284,110,"Action,Adventure,Comedy",nm0223359,"nm0587692,nm0332184",nm0000329
tt0185014,7.2,65236,107,"Comedy,Drama",nm0000436,"nm0149290,nm0460141",nm0000140
tt0185183,2.5,81142,118,"Action,Adventure,Sci-Fi",nm0002337,"nm0541720,nm0788526,nm0399196",nm0000237
tt0185431,5.3,108153,90,"Comedy,Fantasy",nm0109359,"nm0379056,nm0001191,nm0109359",nm0001191
tt0186151,7.4,110895,118,"Crime,Drama,Mystery",nm0387706,nm0256497,nm0000598
tt0186566,6.5,83266,130,"Action,Adventure,Thriller",nm0000142,"nm0442190,nm0458439",nm0000142
tt0186894,5.8,21203,106,"Drama,Romance",nm0740400,nm0740400,nm0000255
tt0187078,6.5,283943,118,"Action,Crime,Thriller",nm0784061,"nm0355181,nm0003298",nm0000115
tt0187393,7.2,280901,165,"Action,Drama,History",nm0000386,nm0734441,nm0000154
tt0187738,6.7,223985,117,"Action,Horror,Sci-Fi",nm0868219,"nm0938379,nm0170160,nm0275286",nm0000648
tt0188453,6.0,25864,93,"Comedy,Crime,Thriller",nm0125336,"nm0125358,nm0125336",nm0000173
tt0189998,6.9,42806,92,"Drama,Horror",nm0580729,nm0006512,nm0000518
tt0190138,6.7,123708,98,"Comedy,Crime",nm0528718,nm0438449,nm0000246
tt0190332,7.9,274245,120,"Action,Adventure,Drama",nm0000487,"nm0910924,nm0770005,nm0874631,nm0238893",nm0000334
tt0190374,3.6,34463,107,"Action,Adventure,Fantasy",nm0813309,"nm0510229,nm0142154,nm0350436",nm0923529
tt0190590,7.7,318281,107,"Adventure,Comedy,Crime","nm0001054,nm0001053","nm0392955,nm0001053,nm0001054",nm0000123
tt0190865,5.9,62997,124,"Action,Adventure,Drama",nm0132709,"nm0455207,nm0371249",nm0001277
tt0191397,6.6,66713,118,"Comedy,Sport",nm0222043,nm0571706,nm0000206
tt0191754,6.1,51700,103,"Comedy,Drama",nm0858525,nm0335666,nm0000113
tt0192614,5.6,32887,106,"Action,Crime,Drama",nm0003418,nm0688282,nm0005045
tt0195685,7.4,204476,131,"Biography,Drama",nm0001752,nm0335666,nm0000210
tt0195714,6.7,262988,98,"Horror,Thriller",nm0939128,"nm0604688,nm0939128,nm0714695",nm0001701
tt0195945,6.1,42094,98,Comedy,nm0139867,"nm0001084,nm0690770",nm0001084
tt0196229,6.5,279272,90,Comedy,nm0001774,"nm0766153,nm0001774,nm0357453",nm0001774
tt0198021,6.7,35030,120,"Comedy,Drama,Romance",nm0931285,"nm0304665,nm0541632,nm0504819",nm0000204
tt0198781,8.1,924253,92,"Adventure,Animation,Comedy","nm0230032,nm0798899,nm0881279","nm0230032,nm0191717,nm0682066,nm0250995,nm0004056,nm0314870",nm0000345
tt0199626,5.4,25150,119,"Mystery,Thriller",nm0001005,"nm0001005,nm0601912,nm0443613",nm0000212
tt0199725,7.2,22721,124,"Drama,Romance,Sport",nm0697656,nm0697656,nm0005125
tt0199753,5.7,58782,106,"Action,Sci-Fi,Thriller",nm0388817,"nm0679326,nm0501380",nm0000174
tt0200027,6.5,29654,132,"Biography,Comedy,Drama",nm0001508,"nm0195838,nm0911750",nm0000106
tt0200465,7.2,184485,111,"Crime,Drama,Thriller",nm0002044,"nm0166074,nm0478588",nm0005458
tt0200550,5.7,117365,100,"Comedy,Drama,Music",nm0573589,nm0920859,nm0005305
tt0202470,6.3,44104,105,"Drama,Music",nm0378893,nm0007082,nm0000242
tt0202677,6.6,34175,119,"Action,Crime,Drama",nm0003160,nm0003160,nm0000202
tt0203009,7.6,289821,127,"Drama,Musical,Romance",nm0525303,"nm0525303,nm0668902",nm0000173
tt0203019,7.2,119942,129,"Biography,Drama",nm0863387,nm0809899,nm0000421
tt0203119,7.3,63120,89,"Crime,Drama,Thriller",nm0322242,"nm0578011,nm0778476",nm0935653
tt0203166,7.4,23224,106,"Comedy,Drama,Romance",nm0600546,nm0600546,nm0511841
tt0203230,7.5,30516,111,Drama,nm0518836,nm0518836,nm0001473
tt0203755,6.2,30868,93,"Comedy,Crime",nm0958969,nm0782376,nm0000239
tt0204313,5.1,37696,114,"Horror,Mystery,Thriller",nm0001317,"nm0087861,nm0936537,nm0139627,nm1149075",nm0001745
tt0204626,5.3,27749,97,"Crime,Drama,Mystery",nm0152741,"nm0583514,nm0254213,nm0043769",nm0000652
tt0204946,6.1,99381,98,"Comedy,Romance,Sport",nm0715636,nm0070566,nm0000379
tt0206275,6.2,63802,112,"Drama,Music,Romance",nm0141961,"nm0012137,nm0249882",nm0005466
tt0206314,6.6,71854,97,"Action,Mystery,Thriller",nm0001093,"nm0850774,nm0009190",nm0001872
tt0206634,7.9,508186,109,"Action,Drama,Sci-Fi",nm0190859,"nm0190859,nm0786694,nm0033153,nm1318843,nm1319757,nm0416807",nm0000194
tt0207201,6.4,212657,127,"Comedy,Fantasy,Romance",nm0583600,"nm0326092,nm0951135,nm0236884",nm0000154
tt0208003,5.2,87605,99,"Action,Comedy,Crime",nm0331532,"nm0702912,nm0722610",nm0001454
tt0208092,8.2,868131,104,"Comedy,Crime",nm0005363,nm0005363,nm0005458
tt0208874,6.9,24505,126,"Drama,Thriller",nm0527109,nm0527109,nm0000260
tt0208988,5.1,35382,102,"Action,Crime,Drama",nm0443181,"nm0507794,nm0571346",nm0000230
tt0208990,7.3,20706,99,Drama,nm0604335,"nm0604335,nm0274769,nm0772144",nm0604335
tt0209077,5.8,30215,93,Drama,"nm0164187,nm0005767","nm0005101,nm0164187",nm1076235
tt0209144,8.4,1254829,113,"Mystery,Thriller",nm0634240,"nm0634240,nm0634300",nm0001602
tt0209163,6.4,332866,130,"Action,Adventure,Fantasy",nm0814085,nm0814085,nm0000409
tt0209475,5.3,82988,103,"Comedy,Romance",nm0788202,"nm0266184,nm0963400",nm0000182
tt0209958,6.4,104942,107,"Crime,Horror,Sci-Fi",nm0802248,nm0698873,nm0000182
tt0210070,6.8,49054,108,"Drama,Fantasy,Horror",nm0269502,"nm0910550,nm0269502",nm0673932
tt0210616,6.7,22066,115,"Drama,Music,Romance",nm0405336,nm0374084,nm0776040
tt0210945,7.8,220569,113,"Biography,Drama,Sport",nm0945026,nm0397322,nm0000243
tt0211181,4.8,38355,100,"Adventure,Comedy,Family",nm0510674,"nm0807977,nm0118649,nm0716391,nm0879318,nm0925276",nm0000335
tt0211443,4.4,58284,92,"Action,Horror,Sci-Fi",nm0410494,"nm0267805,nm0566699",nm0387987
tt0211465,6.1,24322,92,"Crime,Drama,Thriller","nm0002718,nm0505522","nm0002718,nm0505522",nm0062752
tt0211915,8.3,765584,122,"Comedy,Romance",nm0000466,"nm0491011,nm0000466",nm0851582
tt0211933,6.5,77060,84,"Crime,Drama,Mystery",nm1703612,nm1703612,nm0159789
tt0212338,7.0,341497,108,"Comedy,Romance",nm0005366,"nm0322839,nm0164898,nm0381272,nm0357453",nm0001774
tt0212346,6.3,216807,109,"Action,Comedy,Crime",nm0677953,"nm0492909,nm0974301,nm0524095",nm0000113
tt0212712,7.4,59149,129,"Drama,Romance,Sci-Fi",nm0939182,nm0939182,nm0504897
tt0212720,7.2,313111,146,"Drama,Sci-Fi",nm0000229,"nm0000735,nm0914668,nm0000229",nm0005286
tt0212985,6.8,280984,131,"Crime,Drama,Thriller",nm0000631,"nm0365383,nm0000519,nm0001873",nm0000164
tt0213149,6.2,338773,183,"Action,Drama,History",nm0000881,nm0908824,nm0000255
tt0213847,7.4,105790,108,"Drama,Romance,War",nm0868153,"nm0868153,nm0898812",nm0000899
tt0213890,7.0,31189,216,"Drama,Musical,Romance",nm0159147,nm0159147,nm0000821
tt0214388,5.8,23211,94,"Comedy,Romance",nm0205157,nm0205157,nm0006958
tt0215129,6.5,172586,93,Comedy,nm0680846,"nm0680846,nm0035905",nm0005227
tt0215750,7.5,267375,131,"Action,Drama,War",nm0000269,"nm0000269,nm0323708",nm0000179
tt0216216,5.9,124571,123,"Action,Mystery,Sci-Fi",nm0006854,"nm0926727,nm0926729",nm0000216
tt0216651,7.6,33198,103,"Action,Animation,Drama","nm0282027,nm0159109","nm0452837,nm0159109,nm0601172,nm0282027,nm0410237",nm0057314
tt0217505,7.5,451131,167,"Crime,Drama",nm0000217,"nm0168379,nm0001873,nm0518836",nm0000138
tt0217630,5.3,29604,98,"Comedy,Romance",nm0002132,nm0002132,nm0004755
tt0217869,7.3,425175,106,"Drama,Mystery,Sci-Fi",nm0796117,nm0796117,nm0000246
tt0218817,6.1,29745,108,"Action,Crime,Drama",nm0398185,nm0291442,nm0000202
tt0218839,7.4,63857,90,Comedy,nm0001302,"nm0001302,nm0506405",nm0929609
tt0218922,6.0,57808,116,"Drama,Mystery,Romance",nm0188165,"nm0941280,nm0188165",nm0000104
tt0218967,6.8,113633,125,"Comedy,Drama,Fantasy",nm0711840,"nm0224606,nm0919289",nm0000115
tt0219653,4.9,34915,99,"Action,Fantasy,Horror",nm0527261,"nm0812373,nm0527261",nm0124930
tt0219699,6.7,71339,112,"Drama,Fantasy,Horror",nm0000600,"nm0000671,nm0258370",nm0000949
tt0219854,6.1,43066,104,"Comedy,Family,Fantasy",nm0005509,nm0920108,nm0000246
tt0219965,6.5,69328,123,"Comedy,Crime,Drama",nm0001469,nm0679037,nm0000246
tt0220506,3.9,46501,90,"Horror,Thriller",nm0742819,"nm0384185,nm0000118,nm0104487,nm0393517",nm0000130
tt0221027,7.5,265415,124,"Biography,Crime,Drama",nm0001130,"nm0692051,nm0571346,nm0001024",nm0000136
tt0221073,7.1,39966,94,"Biography,Crime,Drama",nm0231596,"nm0973692,nm0231596",nm0051509
tt0221218,5.8,38485,106,"Crime,Drama,Mystery",nm0755261,nm0834338,nm0000178
tt0222851,7.1,23622,114,"Crime,Drama,Thriller",nm0001429,nm0001429,nm0001429
tt0223897,7.2,120875,123,Drama,nm0001460,"nm0404954,nm0228908",nm0000228
tt0225071,5.7,24900,102,"Drama,Romance",nm0001502,nm0224187,nm0000182
tt0227445,6.8,130322,124,"Action,Crime,Drama",nm0000568,"nm0852196,nm0758002,nm0229644,nm0809899",nm0000134
tt0227538,5.6,120840,88,"Action,Adventure,Comedy",nm0001675,nm0001675,nm0891786
tt0227984,6.3,50014,93,"Action,Comedy,Crime",nm0950553,nm0667770,nm0000168
tt0228333,4.9,55889,98,"Action,Horror,Sci-Fi",nm0000118,"nm0837917,nm0000118",nm0000449
tt0228750,6.3,57872,135,"Action,Drama,Thriller",nm0000431,"nm0006904,nm0698295,nm0362998",nm0000212
tt0228786,6.9,63365,106,"Crime,Mystery,Thriller",nm0440913,"nm0335096,nm0440913",nm0000606
tt0229260,4.0,38901,90,"Adventure,Fantasy,Horror",nm0075666,"nm0617130,nm0844896,nm0066243,nm0075666",nm0232998
tt0230011,6.9,124683,95,"Action,Adventure,Animation","nm0873779,nm0936374","nm0614742,nm0936374,nm0873779,nm0923736,nm0007233,nm0951392,nm0721675,nm0686817",nm0000150
tt0230030,6.1,107813,93,"Comedy,Fantasy",nm0000601,"nm0177228,nm0001545,nm0312205,nm0000601,nm0865847",nm0000409
tt0230600,7.6,374028,101,"Horror,Mystery,Thriller",nm0024622,nm0024622,nm0000173
tt0230838,6.7,91965,119,"Drama,Romance",nm0640466,"nm0712029,nm0951049,nm0900820",nm0000206
tt0231402,4.8,25475,95,"Action,Adventure,Comedy",nm0934578,"nm0001357,nm0077626,nm0009177",nm0001357
tt0231775,5.4,24271,87,"Comedy,Fantasy","nm0919363,nm0919369","nm0561938,nm0000886,nm0001674,nm0189504,nm0503669,nm0127373",nm0001674
tt0232500,6.8,393542,106,"Action,Crime,Thriller",nm0003418,"nm0508446,nm0860155,nm0074980,nm0043742",nm0004874
tt0233142,5.9,47587,125,"Action,Comedy,Crime",nm0509028,"nm0714428,nm0509028,nm0076791",nm0000621
tt0233469,5.5,76218,108,"Action,Drama,Thriller",nm0001112,"nm0740462,nm0341656,nm0341735",nm0000216
tt0234215,7.2,604277,138,"Action,Sci-Fi","nm0905152,nm0905154","nm0905152,nm0905154",nm0000206
tt0235737,7.0,31365,103,"Crime,Drama,Mystery",nm0142286,nm0311024,nm0000174
tt0236027,7.5,22812,109,"Action,Comedy,Crime",nm0421314,nm0421314,nm0683587
tt0236348,5.5,23803,98,"Comedy,Music","nm0253323,nm0438226,nm1989536","nm0438226,nm0253323,nm0326406,nm0213642,nm0326402",nm0000337
tt0236493,6.1,110205,123,"Adventure,Comedy,Crime",nm0893659,nm0437249,nm0000093
tt0236784,6.1,30214,109,"Comedy,Drama,Thriller",nm0000958,"nm0494170,nm0203577,nm0000958",nm0000112
tt0237534,7.0,68229,142,"Action,Adventure,Drama",nm0304521,"nm0127562,nm0304521",nm0494078
tt0237572,6.8,62125,124,"Crime,Drama,Mystery",nm0000576,"nm0246959,nm0472100,nm1400959",nm0000197
tt0238112,5.9,35003,131,"Drama,Music,Romance",nm0006960,"nm0806256,nm0207408",nm0000115
tt0238380,7.3,336665,107,"Action,Drama,Sci-Fi",nm0934483,nm0934483,nm0000288
tt0238546,5.2,57560,101,"Drama,Fantasy,Horror",nm0753382,"nm0723351,nm0008053,nm0678104",nm0004691
tt0238936,7.5,43857,185,"Drama,Musical,Romance",nm0080220,"nm0154158,nm1165501,nm0080220",nm0451321
tt0239395,5.1,60771,87,"Action,Adventure,Comedy",nm0349183,"nm0720135,nm0275629",nm0000285
tt0239948,5.8,41267,90,"Comedy,Crime,Romance",nm0240797,"nm0625026,nm0220045",nm0004755
tt0240462,4.7,46054,87,"Comedy,Family,Fantasy",nm0139867,"nm0517452,nm0505648",nm0000552
tt0240468,6.2,47189,81,"Action,Comedy",nm0644203,nm0644203,nm0644203
tt0240510,6.5,34739,132,"Action,Adventure,Drama",nm0001408,"nm0556571,nm0771512,nm0024925",nm0005132
tt0240515,4.6,49601,87,Comedy,nm0338381,"nm0338381,nm0367761",nm0338381
tt0240772,7.7,586530,116,"Crime,Thriller",nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",nm0000123
tt0240890,6.8,116233,90,"Comedy,Romance",nm0155093,nm0458884,nm0000131
tt0241025,6.2,23019,141,Drama,nm0619762,"nm0269040,nm0803967,nm0271501,nm0856842",nm0000702
tt0241303,7.3,195174,121,"Drama,Romance",nm0002120,"nm0364862,nm0414608",nm0000300
tt0241527,7.6,801879,152,"Adventure,Family,Fantasy",nm0001060,"nm0746830,nm0460141",nm0705356
tt0241760,5.8,36643,88,Comedy,nm0214036,nm0447583,nm0702809
tt0242193,6.9,39190,108,"Biography,Crime,Drama",nm0164187,"nm0776919,nm0571346,nm0700462",nm0000605
tt0242423,5.5,142131,83,"Comedy,Mystery,Sci-Fi",nm0500444,nm0823255,nm0005110
tt0242445,5.6,36064,101,"Action,Crime,Thriller",nm0005647,"nm0395288,nm0006902,nm0922685",nm0000219
tt0242519,8.1,68905,156,"Action,Comedy,Crime",nm0698184,"nm0796504,nm0482309,nm0903423,nm1019121",nm0474774
tt0242527,6.2,47251,102,"Drama,Mystery,Thriller",nm0358327,"nm0123434,nm0181185,nm0409675",nm0000301
tt0242653,6.7,521771,129,"Action,Sci-Fi","nm0905154,nm0905152","nm0905152,nm0905154",nm0000206
tt0242998,4.9,29141,96,"Horror,Mystery,Thriller",nm0087595,"nm0767393,nm0694526,nm0694638,nm0073766,nm0361912",nm0000612
tt0243017,7.7,65305,99,"Animation,Drama,Fantasy",nm0000500,nm0000500,nm0000160
tt0243133,7.5,111448,116,"Crime,Drama",nm0001054,"nm0001054,nm0001053",nm0000671
tt0243155,6.8,249796,97,"Comedy,Drama,Romance",nm0536632,"nm0276144,nm0203577,nm0193485",nm0000250
tt0243585,5.5,55944,77,"Adventure,Animation,Comedy",nm0591450,"nm0924754,nm0926824,nm0748022",nm0000150
tt0243655,6.5,58892,97,"Comedy,Romance",nm0906476,"nm0795290,nm0906476",nm0000413
tt0243736,5.6,74415,96,"Comedy,Romance",nm0499724,nm0673608,nm0001326
tt0244244,6.5,190617,99,"Action,Crime,Thriller",nm0784061,nm0940790,nm0000237
tt0244316,8.1,25847,173,"Drama,Romance",nm0945981,nm0945981,nm0943150
tt0244970,6.0,26857,97,"Comedy,Romance",nm0001282,"nm0956376,nm0151358",nm0000171
tt0245238,6.8,21605,103,"Drama,Romance",nm0690794,"nm0841634,nm0860352",nm0005305
tt0245429,8.6,780245,125,"Adventure,Animation,Family",nm0594503,nm0594503,nm0153738
tt0245562,6.1,70812,134,"Action,Drama,War",nm0000247,"nm0723468,nm0061337",nm0000115
tt0245574,7.7,125111,106,Drama,nm0190859,"nm0190860,nm0190859",nm0893941
tt0245674,5.6,89517,91,"Fantasy,Horror",nm0065284,"nm0925380,nm0139605,nm0006902,nm0017305,nm0348181",nm0001724
tt0245686,6.0,58339,91,"Adventure,Comedy,Drama",nm0330140,"nm0005450,nm0937748",nm0005450
tt0245712,8.1,244174,154,"Drama,Thriller",nm0327944,nm0037247,nm0248408
tt0245803,5.4,51144,104,"Action,Comedy,Fantasy",nm0402995,"nm0717550,nm0903456",nm0000334
tt0245844,7.7,141416,131,"Action,Adventure,Drama",nm0721817,"nm0241416,nm0938684",nm0001029
tt0246460,6.1,222713,133,"Action,Adventure,Thriller",nm0848414,"nm0001220,nm0701031,nm0905498",nm0000112
tt0246464,6.4,21143,85,"Comedy,Crime,Thriller",nm0001756,"nm0057970,nm0709070,nm0832043",nm0000741
tt0246578,8.0,813951,113,"Drama,Mystery,Sci-Fi",nm0446819,nm0446819,nm0350453
tt0246677,7.0,26047,97,"Crime,Drama,Romance",nm0878756,"nm0001425,nm0682830",nm0000949
tt0246894,3.1,28699,98,"Action,Sci-Fi,Sport",nm0001532,"nm0365938,nm0272511,nm0688282",nm0005098
tt0247196,7.2,25708,133,"Biography,Drama,Romance",nm0773603,"nm0641448,nm0350875,nm0773603,nm0034297,nm0092607",nm0000849
tt0247199,7.1,39426,98,Drama,nm0063785,"nm0063785,nm0414893",nm0331516
tt0247425,7.4,40796,131,"Crime,Drama",nm0276062,"nm0239653,nm0275284,nm0276062",nm0929489
tt0247586,7.9,54390,114,"Crime,Drama,Thriller",nm0081433,nm0081433,nm0201857
tt0247638,6.4,151906,115,"Comedy,Family,Romance",nm0005190,"nm0127690,nm0920859",nm0000267
tt0247745,7.0,107962,100,"Comedy,Crime,Mystery",nm0151540,"nm0151540,nm0373571,nm0501399,nm0815418,nm0831479",nm0151540
tt0248126,7.4,51884,210,"Drama,Musical,Romance",nm0424103,"nm0424103,nm1099235",nm0451321
tt0248667,6.7,102109,157,"Biography,Drama,Sport",nm0000520,"nm0397322,nm0729151,nm0929349,nm0744839,nm0000520",nm0000226
tt0248845,7.7,36310,95,"Comedy,Drama,Music",nm0593463,"nm0593463,nm0871136",nm0593463
tt0249462,7.7,137756,110,"Drama,Music",nm0197636,nm0355822,nm0068260
tt0249478,5.6,27955,89,"Crime,Mystery,Thriller",nm0000887,"nm0171474,nm0173539,nm0238470",nm0000237
tt0250223,6.6,54933,107,"Adventure,Comedy,Family",nm0149260,"nm0331453,nm0879853,nm0149260",nm0000367
tt0250224,6.4,25114,99,"Drama,Romance",nm0007082,"nm0006534,nm0542062",nm0000379
tt0250258,7.7,94768,120,"Drama,Thriller",nm0386570,"nm0320342,nm0201543,nm0092063",nm0001953
tt0250494,6.4,226576,96,"Comedy,Romance",nm0525659,"nm0113005,nm0527581,nm0809006",nm0000702
tt0250687,6.4,118861,112,"Action,Adventure,Comedy",nm0958387,nm0106563,nm0005227
tt0250797,6.7,92134,124,"Drama,Romance,Thriller",nm0001490,"nm0001031,nm0765091,nm0115310",nm0000152
tt0251075,6.1,131619,101,"Comedy,Sci-Fi",nm0718645,"nm0415979,nm0224606,nm0919289",nm0000141
tt0251114,6.3,54001,125,"Drama,War",nm0387706,"nm0441896,nm0712753,nm0313623",nm0000246
tt0251127,6.4,248429,116,"Comedy,Romance",nm0677953,"nm0018630,nm0519009,nm0118649,nm0716391,nm0824882",nm0005028
tt0251160,7.1,137783,116,"Crime,Drama,Thriller",nm0001024,nm0444006,nm0000243
tt0251736,6.0,88729,89,Horror,nm0957772,nm0957772,nm0354085
tt0252028,5.4,26026,91,"Comedy,Romance",nm0593610,"nm0438226,nm0253323,nm0893262,nm0827985",nm0000255
tt0252076,5.3,92295,105,"Comedy,Drama,Romance",nm0911061,"nm0000455,nm0905458",nm0000182
tt0252299,6.7,25012,98,"Comedy,Crime,Drama",nm0429963,"nm0640494,nm0429963,nm0918973,nm0531526",nm0001618
tt0252444,7.4,29402,94,"Biography,Drama",nm0637518,"nm0969922,nm0647608",nm1082266
tt0252501,6.9,39731,101,"Drama,Mystery",nm0382956,"nm0000175,nm0001279",nm0000164
tt0252503,6.5,37951,109,"Action,Crime,Drama",nm0000519,nm0000519,nm0000432
tt0252866,6.4,260902,108,Comedy,nm0736930,"nm0381221,nm0825738",nm0004755
tt0253474,8.5,847306,150,"Biography,Drama,Music",nm0000591,"nm0367838,nm0844262",nm0004778
tt0253556,6.2,139722,101,"Action,Adventure,Fantasy",nm0101385,"nm0149305,nm0676270,nm0338557",nm0000190
tt0253754,6.4,81042,116,"Action,Adventure,Sci-Fi",nm0000829,"nm0734472,nm0517589,nm0075834,nm0000653",nm0001772
tt0253867,5.1,60231,84,"Comedy,Romance",nm0474955,nm0683726,nm0000139
tt0254455,7.0,37604,128,"Drama,Romance",nm0575523,nm0575523,nm0891895
tt0254481,7.1,25363,171,"Action,Drama,Romance",nm0004363,"nm0004363,nm0409790,nm0080432,nm0080327,nm0796503",nm0004335
tt0254686,7.5,67021,131,"Drama,Music",nm0359734,"nm0359734,nm0420548",nm0001376
tt0255798,4.8,61411,84,"Comedy,Sci-Fi",nm0339004,"nm0103744,nm0001705",nm0001705
tt0256009,7.4,68146,106,"Drama,Horror,Thriller",nm0868219,"nm0868219,nm0871121,nm0616393",nm0004650
tt0256380,6.0,137044,114,"Comedy,Drama,Fantasy","nm0125803,nm0268380","nm1765923,nm0268380,nm0125803",nm0085312
tt0256415,6.2,117100,108,"Comedy,Romance",nm0855035,"nm0248248,nm0184947",nm0000702
tt0257044,7.7,274156,117,"Crime,Drama,Thriller",nm0005222,"nm0172523,nm0713479,nm0783100",nm0000158
tt0257076,6.0,150213,117,"Action,Adventure,Crime",nm0424800,"nm0358842,nm0593856,nm0572151,nm0043742,nm0571346",nm0000168
tt0257106,5.3,166206,83,"Comedy,Horror",nm0005540,"nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536,nm1010379,nm0333240,nm0689844,nm0811360,nm0915460",nm0267506
tt0257360,7.2,130201,125,Drama,nm0668247,"nm1095201,nm0668247,nm0852591",nm0000197
tt0257516,5.0,33804,97,"Comedy,Horror",nm0000127,nm0932078,nm0000207
tt0257568,4.5,32531,89,"Action,Adventure,Comedy",nm0573589,"nm0082893,nm0639434,nm0003298",nm0026364
tt0257756,6.3,44742,115,"Crime,Drama,Mystery",nm0002083,"nm0277511,nm0954693,nm0081060",nm0001029
tt0258000,6.8,284877,112,"Crime,Drama,Thriller",nm0000399,nm0462895,nm0000149
tt0258068,7.0,28935,101,"Drama,Romance,Thriller",nm0637518,"nm0001294,nm0358960,nm0770938",nm0000323
tt0258153,6.1,61336,117,"Comedy,Drama,Sci-Fi",nm0629272,nm0629272,nm0000199
tt0258463,7.9,554867,119,"Action,Mystery,Thriller",nm0510731,"nm0006904,nm0380819,nm0524924",nm0004376
tt0258470,5.7,34044,84,"Adventure,Comedy,Romance",nm0370911,"nm0666791,nm0202425",nm0350453
tt0259288,6.1,39149,104,"Drama,Fantasy,Mystery",nm0001723,"nm0131969,nm0860513,nm0783544",nm0000126
tt0259324,5.3,243611,110,"Action,Fantasy,Thriller",nm0425756,nm0425756,nm0000115
tt0259446,6.6,135683,95,"Comedy,Drama,Romance",nm0959034,nm0889522,nm0889522
tt0259711,6.9,273927,136,"Fantasy,Mystery,Romance",nm0001081,"nm0024622,nm0317834,nm0001081",nm0000129
tt0260866,6.3,54857,113,"Drama,Mystery,Thriller",nm0001219,"nm0458461,nm0669756,nm0446761",nm0000140
tt0260991,7.7,31833,110,"Action,Drama,Thriller",nm0661791,"nm0661791,nm0421825,nm0453477,nm0497929,nm5371819,nm0661931",nm0498472
tt0261392,6.8,157362,104,Comedy,nm0003620,nm0003620,nm0582939
tt0261983,6.4,60352,100,"Drama,Horror,Mystery",nm0026442,"nm0026442,nm0315342",nm0000325
tt0263488,6.2,133704,90,"Horror,Mystery",nm0759207,nm0759207,nm0005312
tt0263757,6.1,39893,92,"Comedy,Drama,Romance",nm0945026,"nm0196932,nm0644806,nm0203183,nm0414324",nm0005261
tt0264150,5.3,27688,87,"Comedy,Romance",nm0000853,nm0906998,nm0000569
tt0264395,6.4,64228,98,"Action,Crime,Drama",nm0001532,nm0888743,nm0000237
tt0264464,8.1,1008614,141,"Biography,Crime,Drama",nm0000229,"nm0622288,nm0007646,nm1127221",nm0000138
tt0264472,6.5,72870,98,"Drama,Thriller",nm0585011,"nm0852105,nm0866062",nm0000255
tt0264616,7.2,86264,100,"Crime,Drama,Thriller",nm0000200,nm0360062,nm0000200
tt0264796,7.5,44663,125,Drama,nm0005563,nm0029125,nm0159789
tt0264935,6.1,59551,115,"Crime,Mystery,Thriller",nm0775447,nm0311024,nm0000113
tt0265029,5.7,58805,102,"Comedy,Romance",nm0005387,"nm0000345,nm0865847",nm0000210
tt0265086,7.7,404047,144,"Action,Drama,History",nm0000631,"nm0100736,nm0634307",nm0001326
tt0265087,4.9,41800,95,"Adventure,Comedy,Fantasy",nm0432627,"nm0702912,nm0310087,nm0841532",nm0001454
tt0265208,6.7,228748,109,"Comedy,Drama,Romance",nm0339004,"nm0905858,nm0325166,nm0089742",nm0386472
tt0265298,5.5,38175,88,"Adventure,Comedy,Family",nm0506613,"nm0773759,nm0005367",nm0005260
tt0265343,7.3,26102,114,"Comedy,Drama,Romance",nm0619762,nm0223526,nm0787462
tt0265349,6.4,82065,119,"Drama,Horror,Mystery",nm0671210,"nm0368818,nm0444481",nm0000152
